EJER;BILSEG;ENHED;TID;INDHOLD
I husholdningerne;Medium SUV;Gennemsnitlig købspris (kr.);2005M05;425460,0
I husholdningerne;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Medium SUV;Gennemsnitlig km pr liter (liter);2005M05;11,3
I husholdningerne;Medium SUV;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Large SUV;Ny registrerede biler (antal);2005M05;27,0
I husholdningerne;Large SUV;Købspris (mio. kr);2005M05;17,4
I husholdningerne;Large SUV;Gennemsnitlig købspris (kr.);2005M05;644640,0
I husholdningerne;Large SUV;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Large SUV;Gennemsnitlig km pr liter (liter);2005M05;9,8
I husholdningerne;Large SUV;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Andre bilsegmenter;Ny registrerede biler (antal);2005M05;0,0
I husholdningerne;Andre bilsegmenter;Købspris (mio. kr);2005M05;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2005M05;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2005M05;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Uoplyst;Ny registrerede biler (antal);2005M05;146,0
I husholdningerne;Uoplyst;Købspris (mio. kr);2005M05;89,0
I husholdningerne;Uoplyst;Gennemsnitlig købspris (kr.);2005M05;609795,0
I husholdningerne;Uoplyst;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Uoplyst;Gennemsnitlig km pr liter (liter);2005M05;11,0
I husholdningerne;Uoplyst;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Small;Ny registrerede biler (antal);2005M05;2668,0
I husholdningerne;Small;Købspris (mio. kr);2005M05;417,9
I husholdningerne;Small;Gennemsnitlig købspris (kr.);2005M05;156629,0
I husholdningerne;Small;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Small;Gennemsnitlig km pr liter (liter);2005M05;17,0
I husholdningerne;Small;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Medium;Ny registrerede biler (antal);2005M05;2283,0
I husholdningerne;Medium;Købspris (mio. kr);2005M05;554,6
I husholdningerne;Medium;Gennemsnitlig købspris (kr.);2005M05;242933,0
I husholdningerne;Medium;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Medium;Gennemsnitlig km pr liter (liter);2005M05;15,3
I husholdningerne;Medium;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Large;Ny registrerede biler (antal);2005M05;1461,0
I husholdningerne;Large;Købspris (mio. kr);2005M05;458,0
I husholdningerne;Large;Gennemsnitlig købspris (kr.);2005M05;313518,0
I husholdningerne;Large;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Large;Gennemsnitlig km pr liter (liter);2005M05;14,0
I husholdningerne;Large;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Executive;Ny registrerede biler (antal);2005M05;99,0
I husholdningerne;Executive;Købspris (mio. kr);2005M05;62,9
I husholdningerne;Executive;Gennemsnitlig købspris (kr.);2005M05;635850,0
I husholdningerne;Executive;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Executive;Gennemsnitlig km pr liter (liter);2005M05;11,3
I husholdningerne;Executive;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Luxury;Ny registrerede biler (antal);2005M05;1,0
I husholdningerne;Luxury;Købspris (mio. kr);2005M05;1,5
I husholdningerne;Luxury;Gennemsnitlig købspris (kr.);2005M05;1497897,0
I husholdningerne;Luxury;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Luxury;Gennemsnitlig km pr liter (liter);2005M05;13,0
I husholdningerne;Luxury;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Sport;Ny registrerede biler (antal);2005M05;9,0
I husholdningerne;Sport;Købspris (mio. kr);2005M05;6,4
I husholdningerne;Sport;Gennemsnitlig købspris (kr.);2005M05;708943,0
I husholdningerne;Sport;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Sport;Gennemsnitlig km pr liter (liter);2005M05;10,6
I husholdningerne;Sport;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Small MPV;Ny registrerede biler (antal);2005M05;704,0
I husholdningerne;Small MPV;Købspris (mio. kr);2005M05;152,6
I husholdningerne;Small MPV;Gennemsnitlig købspris (kr.);2005M05;216734,0
I husholdningerne;Small MPV;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Small MPV;Gennemsnitlig km pr liter (liter);2005M05;14,8
I husholdningerne;Small MPV;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I husholdningerne;Large MPV;Ny registrerede biler (antal);2005M05;222,0
I husholdningerne;Large MPV;Købspris (mio. kr);2005M05;78,2
I husholdningerne;Large MPV;Gennemsnitlig købspris (kr.);2005M05;352136,0
I husholdningerne;Large MPV;Gennemsnitlig motoreffekt (kW);2005M05;0,0
I husholdningerne;Large MPV;Gennemsnitlig km pr liter (liter);2005M05;13,1
I husholdningerne;Large MPV;Gennemsnitlig slagvolumen (cm3);2005M05;0,0
I erhvervene;I alt;Ny registrerede biler (antal);2005M05;4251,0
I erhvervene;I alt;Købspris (mio. kr);2005M05;1226,8
I erhvervene;I alt;Gennemsnitlig købspris (kr.);2005M05;288584,0
